,symbol,meaning
2807,Senos: ,"Es un símbolo de maternidad, de dulzura y seguridad. Se asocia a imágenes de intimidad, de ofrenda y de refugio. Siempre que el sueño concuerde con los sentimientos antes descritos significará: -En el caso de soñarlo una mujer presagia fecundidad o preñez. -Para un niño, protección y seguridad. -Para un hombre, amor e intimidad. Si los sentimientos son tristes o melancólicos revelan nostalgia de la infancia y el pasado. En pocas ocasiones puede tratarse de un sueño erótico. "
2808,Señal: ,Presagia una información privilegiada que guarda relación con la señal. 
2809,Separación: ,Soledad moral y afectiva de corta duración. 
2810,Sepia: ,Un período preocupante contrario a sus esperanzas. 
2811,Sepultura: ,-Si son muy repetitivos estos sueños puede tratarse de una neurosis. -También puede ser la consecuencia de un reciente duelo. -En otros casos indica que estamos pasando por un período de incertidumbre y dudas. -Añoranza del pasado. 
2812,Sermón: , -Cuando rezamos en sueños es que en nuestro interior nos sentimos culpables de algo que de día no queremos reconocer. -También puede revelar que nos hallamos en una situación comprometida de la que no sabemos como salirnos y para ello esperamos una intervención milagrosa que nos saque del apuro. 
2813,Serpiente: ,"-El significado más frecuente es de carácter sexual, especialmente si los soñadores son jóvenes. -También simboliza sabiduría y poder curativo. -Ver una serpiente dormida indica que nuestras fuerzas instintivas están dormidas. -Si se despierta y se desliza sin producirnos temor revela deseos de una evolución espiritual. -Soñar con una piel de serpiente o verla como muda indica que está próximo un profundo cambio evolutivo. -Si aparecen serpientes venenosas lo que indica es el temor a encontrarnos en situaciones embarazosas. "
2814,Seto: ,-Ver un seto indica que tendrá que pasar por algunas dificultades. -Podarlo o atravesarlo indica que se le propondrán soluciones apropiadas. 
2815,Sexo: ,-La mayoría de las veces son el reflejo de necesidades reales no suficientemente satisfechas. -Si el sueño adquiere connotaciones morbosas indica el cansancio por una vida sexual monótona. -Si este tipo de sueños no se tienen nunca indica una falta de interés por estos temas que aconsejan la consulta con nuestra propia conciencia. 
2816,Sidra: ,Al igual que el vino simboliza la riqueza y el conocimiento. El racimo de uvas es símbolo de fecundidad y sacrificio. 
2817,Sierra: ,"La sierra simboliza la tentación de finalizar de una manera radical con situaciones o conflictos, casi siempre de tipo familiar, de trabajo o de intereses. -Si nos vemos aserrando una hamaca indica que en nosotros existe un exceso de indolencia y pasividad. -Si se trata de un árbol indica que perderemos una protección, y si es otra persona quien lo corta indica que esta protección la perderemos por causas ajenas a nosotros. "
2818,"Silbato, silbar: ",Usted ha percibido peligros que afrontará con seguridad. 
2819,Silencio: ,-Si nuestro sueño se acompaña de un silencio sobrecogedor indican un sentimiento de culpabilidad sobre el tema del que trate el sueño.  -Si nos hallamos rodeados de gente que nos observa insistentemente revela que lo que tememos es la indiferencia de los demás. 
2820,Simio: ,El simio refleja nuestra personalidad instintiva y es una llamada para que desarrollemos nuestra personalidad hacia un nivel superior. 
2821,Sirenas: ,Simbolizan las emboscadas que nos tienden los deseos y las pasiones. Este sueño revela la ilusión de una pasión imposible y nefasta. 
2822,Sirviente: ,Vernos rodeados de sirvientes presagia que recibiremos una visita que nos halagará. Cuidado con los amigos aduladores. 
2823,Sobrino: ,"En este sueño la acción sucede aquí y ahora, si no es así se trata de otro sueño, por ejemplo, si vemos parientes y personajes de nuestra infancia nos referimos a ""niños"". -Ver en sueños algún pariente anuncia sorpresas o noticias. -Soñar vivos a parientes ya fallecidos anuncia algún acontecimiento bueno o malo según sea la expresión tranquila o agitada de los mismos. "
2824,Socorrer: ,Se beneficiará de la ayuda y asistencia de una persona cuyos consejos serán sumamente valiosos. 
2825,Sol: ,"SImboliza la energía, la luz, el calor, la vida, la irradiación, el brillo, es decir, todo lo bueno. -Soñar con un sol naciente indica el inicio de una creciente felicidad y prosperidad. -Si es claro y esplendoroso anuncia abundancia, éxito, prosperidad, salud, energía interior y capacidades físicas y mentales. -Un so, oscurecido, sin brillo o negro representa un grave peligro para la vida, los negocios y la felicidad. -El sol oculto por las nubes revela tristeza, preocupaciones y miedo. "
2826,Soldados: ,"Simbolizan el deber y las obligaciones a que nos somete la sociedad. Este sueño suele revelar que estamos sometidos a alguna forma de coacción de la que deseamos liberarnos. -Si somos jóvenes y el sueño no resulta desagradable denota un deseo de integrarse en la colectividad y atenerse a sus normas. -Si el sueño se acompaña de una sensación angustiosa por llevar el uniforme incompleto, mal puesto o en actitud indisciplinada se refiere a que en nuestra vida nos vemos sujetos a coacciones de tipo profesional, familiar o social difícilmente soportables.  -Si el clima del sueño es agradable se trata de nuestra supeditación y obediencia a una ley superior que surge de nosotros mismos. -Si no somos nosotros el soldado, ni los vemos como individuos aislados, sino armados y marchando en formación, revela la existencia de algún peligro que amenaza nuestra independencia o seguridad personales. "
2827,Soldadura: ,Sentimientos y relaciones afectivas duraderas. 
2828,Soltero: ,Puede tratarse de la preocupación por independizarse. 
2829,Sollozar: ,Simbolizan la lluvia y la fertilidad. -Llorar manteniendonos al margen de los acontecimientos presagia una alegría inesperada. -Llorar silenciosamente presagia un feliz acontecimiento. -Si el llanto se acompaña de una sensación de cansancio o de alivio presagia el fin de una situación penosa. 
2830,Sombra: ,"-Estar bajo la sombra de un árbol indica nuestra falta de coraje y firmeza. -Abandonar un lugar sombreado revela decisiones acertadas e iniciativas provechosas. -Ver su propia sombra, preocupaciones y penas. -Ver la sombra de personas extrañas, temores injustificados. "
2831,Sombrero: ,"-Alguna vez se ha dado el caso de soñar con el sombrero como símbolo sexual masculino, con su potencia o con el medio preventivo de embarazos. Exceptuando este caso el sombrero generalmente se refiere a un signo de distinción del carácter social ligado con las ideas o el comportamiento de quien lo sueña. -Si llevamos un sombrero ridículo revela que en nosotros existe alguna actitud ridícula que todos conocen menos nosotros. -Vernos con una gorra militar revela un sentido autoritario fuera de lugar. -Un sombrero de copa es signo de una desmesurada presunción y pretensiones. "
2832,Sombrilla: ,Es un signo de protección y dignidad. La forma y el color son muy importantes: -Si es cuadrada o rectangular se relaciona con los bienes terrenales. -Si es redonda con los celestiales. -Si nos vemos bajo una sombrilla presagia que gozaremos de una especial protección. 
2833,Sonreír: , Feliz entendimiento entre los miembros de la familia o amigos. 
2834,Sopa: ,Tomar sopa augura felicidad en el hogar. 
2835,Soplar: ,"-Soplar para avivar un fuego expresa la esperanza de mantener viva la llama de un amor, un ideal o una amistad. -Soplar para apagarla denota el deseo y la necesidad de terminar con una relación que se está haciendo insostenible. "
2836,Soplón: ,"Gente sin escrúpulos, mentirosos, inconstantes de humor y de sentimientos. "
2837,Sordera: ,Indica el deseo de no oír. -Si los sordos somos nosotros indica que nos negamos a seguir los consejos que se nos dan. -Si el sordo o la sorda es otra persona es ella quien rechaza nuestros consejos. 
2838,Sortija: ,La sortija es un símbolo de continuidad a la vez que protege y aísla. -Si es una alianza de boda indica que existe una promesa de matrimonio. -En caso de ser un sello es un símbolo de poder. -Si tiene piedras preciosas se une el significado de la piedra al de la sortija. -Si se rompe una alianza anuncia la ruptura del matrimonio. -Perder una sortija augura disputas con quien nos lo dio. -Ponerselo a otra persona indica nuestro deseo de dominarla. 
2839,Sosiego: ,"-Encontrarnos en sueños en este estado de tranquilidad revela un deseo de paz y tranquilidad. -Si nos asalta la impresión de que se esconde una siniestra amenaza revela un cierto desequilibrio de la personalidad, inseguridad, ansiedad y agotamiento nervioso. "
2840,Sótano: ,"Simboliza nuestro inconsciente. -Si está limpio y ordenado indica que nuestro mundo interior es rico y ordenado. -Si está sucio, desordenado y lleno de trastos inútiles igual encontraremos nuestro inconsciente. -Si está bien surtido presagia alegría y regocijo. "
2841,Subasta: ,Pérdida de su puesto. Ingresos financieros disminuidos. Deudas. Soledad. 
2842,Subir: ,-Si llegamos a alcanzar la cumbre indica que en la vida real alcanzaremos nuestros objetivos.  -Si apenas llegados a la cumbre nos caemos o no llegamos a alcanzarla no conseguiremos triunfar por debilidad de carácter. 
2843,Submarino: ,Indica que vivirá una situación muy delicada. Para proteger sus intereses deberá actuar de manera decisiva y eficaz. 
2844,Subterráneo: ,"Siempre se trata de un mal sueño que indica que se está atravesando una situación de pesimismo y desconfianza en el porvenir, salvo si logramos salir, en cuyo caso augura un período de prueba o dificultades antes de lograr una nueva y mejor situación. "
2845,Sucesión: ,Sólo la totalidad del sueño y las circunstancias del soñador nos explicarán en que consiste la herencia. 
2846,Suciedad: ,"-Si en sueños nos vemos sucios refleja un sentimiento de culpabilidad o la advertencia de que nos amenaza un peligro, ya sea físico o moral. -Si vemos sucia a otra persona y la conocemos será ella quien corra peligro, pero si es una persona desconocida indica que un peligro se cierne sobre nuestro medio ambiente. -Si soñamos sucio un objeto o un animal lo que se halla en peligro es lo que simbolizan en el sueño este animal u objeto. "
2847,Sudario: ,Una enfermedad retrasará la realización de sus ambiciones. 
2848,Sudor: ,Indica problemas cuya repercusión afectará a su resistencia física. 
2849,Suegro/a: ,"En este sueño la acción sucede aquí y ahora, si no es así se trata de otro sueño, por ejemplo, si vemos parientes y personajes de nuestra infancia nos referimos a ""niños"". -Ver en sueños algún pariente anuncia sorpresas o noticias. -Soñar vivos a parientes ya fallecidos anuncia algún acontecimiento bueno o malo según sea la expresión tranquila o agitada de los mismos. "
2850,Sueño: ,Si en sueños nos vemos dormidos revela nuestra falta de atención. Somos demasiado negligentes en la vida real. 
2851,Suero: ,"Contrariedades, disputas, algunas preocupaciones de dinero. "
2852,Suerte: ,"Sinsabores, decepciones, preocupaciones múltiples. Falsos amigos.  "
2853,Sufrir: ,Personas de su entorno hacen valer sus reivindicaciones. 
2854,Suicidio: ,Es un sueño muy poco frecuente que suele revelar la necesidad de reformar una zona de la propia personalidad o la existencia de un serio pesimismo. En cualquier caso el sueño nos aconseja acudir al psicoanalista. 
2855,Sultán: ,Simboliza a los padres o a aquellas personas poderosas de las que dependemos. Si nos soñamos a nosotros mismos como sultanes es que hemos alcanzado el punto culminante de nuestra existencia o se trata de una manifestación de nuestra incontrolada ambición. 
2856,Sur: ,Dirigirse hacia el sur en sueños simboliza el bajar al infierno. 
2857,Surcos: ,Simboliza problemas y dificultades muchas veces creados por nosotros mismos y por nuestra conducta. -Si vemos los surcos a tiempo indica que aún estamos en condiciones de evitar el peligro que se avecina. -Si saltamos por encima lograremos salvar todas las dificultades. -Si nos caemos dentro fracasaremos en nuestra empresa. 
2858,Suscripción: ,Usted tendrá la certeza de disponer de medios útiles para el manejo de sus negocios y de sus intereses. 
2859,Suspiro: ,Gestiones demoradas. Apremios sin gravedad. Decepción. Descontento. 
2860,Tabaco: ,"-De liar indica contrariedades y preocupaciones. -En polvo (rapé), placeres refinados pero ilusorios. "
2861,Taberna: ,"Sea prudente con sus relaciones, le pueden perjudicar. "
2862,Tabique: ,-Derribarlo o saltarlo manifiesta el deseo de que cambiar las cosas que nos son difíciles a una situación favorable para nosotros. -Si nos encontramos dentro del tabique estamos protegidos y aislados de los peligros exteriores. -Si se desploma al apoyarnos indica que tenemos poca confianza en nuestras protecciones. -Si está en ruinas revela miedo y desconsuelo.  
2863,Tabla: ,La madera simboliza la materia prima. La madera cortada en tacos o en tablas son un sueño de riqueza y satisfacciones. 
2864,Taburete: ,Ayuda y apoyo de escasa importancia pero suficiente para que se produzca una evolución positiva de sus preocupaciones. 
2865,Talabartero: ,Éxito en sus negocios le asegurarán buenas perspectivas futuras. 
2866,Talco: ,Salud deficiente. Palabras duras hacia personas de su entorno. 
2867,Talismán: ,"Consuelo moral, ayuda y protección. "
2868,Talud: ,Alguna dificultades en la marcha de sus empresas. 
2869,Taller: ,"-Si las máquinas trabajan con un buen ritmo auguran éxito y prosperidad. -Si se detienen es que existirán retrasos en nuestros planes y proyectos. -Si trabajan mal, se rompen o nos fallan o si ocurre algún accidente presagian el fracaso y las complicaciones. "
2870,Tambor: ,Anuncio de cambios importantes que modificarán sus condiciones de vida. 
2871,Tamiz: ,"Simbólicamente tamizar es escoger, seleccionar y perfeccionar. -Ver un tamiz revela que debemos realizar una labor de selección. -Si somos sacudidos en su interior seremos objeto de una selección. "
2872,Tampón: ,Malas noticias comunicadas por una persona influyente que actúa por cuenta de un organismo oficial. 
2873,Tapia: ,-Derribarla o saltarla manifiesta el deseo de que cambiar las cosas que nos son difíciles a una situación favorable para nosotros. -Si nos encontramos dentro de la tapia estamos protegidos y aislados de los peligros exteriores. -Si se desploma al apoyarnos indica que tenemos poca confianza en nuestras protecciones. -Si está en ruinas revela miedo y desconsuelo. 
2874,Tapiz: ," Este sueño debemos interpretarlo según el color del tapiz porque el resto carece de significado simbólico, salvo si somos de Oriente Medio o de algún pueblo que lo lleve tan arraigado como él. En Oriente Medio simboliza la vida y existencia del soñador. Su longitud, espesor y solidez nos informa sobre la prosperidad. "
2875,Tapioca: ,Augura suerte y éxito. 
2876,Tapizar: ,Nuevas condiciones beneficiosas para las relaciones afectivas y familiares. 
2877,Tarántula: ,Presagio desagradable. Ha cometido alguna indiscreción que le llevará a trampas o engaños. 
2878,Tarde: ,"Los sueños en que la acción se desarrolla por la tarde nos hablan de que el tiempo que resta es limitado, que se acerca el declive y que el fin estará tanto más próximo cuento más cercana esté la noche. Según sea la tarde clara, nublada, etc. así será el pronóstico del sueño. "
2879,Tarifas: ,El cumplimiento de sus obligaciones le imponen exigencias difíciles de cumplir. 
2880,Tarot: ,Inquietudes sobre su destino. Interrogantes sobre ciertas decisiones que teme adoptar. 
2881,Tarrina: ,Placeres de la amistad. 
2882,Tarta: ,-Si comemos dulces significa que tenemos vivencias sentimentales agradables y positivas. -Si el sueño nos informa del precio o robamos los dulces revela un exceso de sentimentalismo. 
2883,Tartamudear: ,Indica que tenemos dificultades para tomar decisiones acarreandonos problemas. 
2884,Tatuaje: ,Es una definición de propiedad. Quien se hace marcar a si mismo con un tatuaje es que desea mostrar su dependencia de aquello a lo que alude el tatuaje. 
2885,Taxi: ,"-Viajar en taxi implica un cambio en nuestra vida en el que nuestras iniciativas se hallan coartadas aunque podemos participar activamente en nuestro propio destino. -Si vemos un taxi indica que recibiremos una proposición que puede significar un cambio en nuestra vida, pero que todavía no estamos decididos a aceptarlo. "
2886,Taza: ,Relaciones afectivas felices.  
2887,Té: ,"El arreglo de un asunto delicado exigirá diplomacia, cortesía y paciencia. "
2888,Tea: ,Sus preocupaciones actuales se verán aliviadas gracias a la ayuda de personas de confianza. 
2889,Teatro: ,Lo que tenemos que analizar principalmente es lo que ocurre en la escena. -Si somos espectadores revela timidez y recelo. -Si dirigimos la obra indica nuestra tendencia a dominar a los demás. 
2890,"Techo, tejado: ",-Si el sueño es deprimente podemos decir que tiene una interpretación negativa de cerrazón e involución. -Si es un sueño optimista indica seguridad y protección. -También el tejado se puede asimilar en sueños a la bóveda craneal por lo que lo que le ocurra al tejado es lo que acontece en nuestra cabeza. A veces revela algún trastorno psíquico incipiente que conviene vigilar. 
2891,"Tejer, tejido: ","-Tejer, ver tejer en sueños o ver una gran cantidad de tejidos presagia prosperidad, riqueza y fertilidad. -Si los tejidos quedan destruidos o deteriorados presagia desgracia y pérdida de bienes. -Soñar que queremos tejer y no podemos o no sabemos revela incapacidad creadora o infertilidad. "
2892,Tejo: ,"Es un árbol de mal agüero y augura pérdidas, accidentes y duelos. "
2893,Telaraña: ,-Si nos debatimos en la telaraña indica que nos hallamos en una situación delicada y comprometida de la que no sabemos como salirnos. -Si soñamos con objetos cubiertos de telarañas es que lo que simbolizan dichos objetos lo hemos olvidado o debemos olvidarlo. 
2894,Teléfono: ,Simboliza las relaciones sentimentales y amorosas. -Si nos es imposible establecer comunicación telefónica revela el temor a la imposibilidad de dicha relación afectiva o a que pueda romperse. -Si la comunicación es perfecta igualmente buena será la relación sentimental o amorosa. 
2895,Telegrama: ,Noticias próximas cuya solución reclamará una intervención inmediata y eficaz. 
2896,Telescopio: ,Participar en actividades ajenas a sus intereses puede ser perjudicial para la gestión de los mismos.  
2897,Televisión: ,Lo que tenemos que analizar principalmente es lo que ocurre en la escena. -Si somos espectadores revela timidez y recelo. -Si dirigimos una película indica nuestra tendencia a dominar a los demás. -Si filmamos indica que actuamos algunas veces con recelo. 
2898,Tempestad: ,"Es una manifestación de que el destino nos pone a prueba. Presagia una época muy movida en nuestra vida, con la posibilidad de cambios importantes, buenos o malos. Los fenómenos que acompañen a la tempestad nos aclararán si el resultado final es positivo o negativo. "
2899,Tenazas: ,Problemas con personas de su entorno. 
2900,Tenedor: ,Indica que los envidiosos tratarán de desafiar sus sentimientos y colocar su hogar en una situación de conflicto. 
2901,Terciopelo: ,Simboliza riqueza sensual. Revela el deseo de relaciones íntimas impregnadas de ternura y erotismo. 
2902,Termas: ,Seguir un tratamiento augura una esperanza de próxima mejora en sus condiciones después de penosas circunstancias. 
2903,Termitas: ,"Simbolizan el trabajo persistente, organizado, previsor y siempre destructor. Augura que seremos víctimas de una labor de zapa destructora, lenta, clandestina e impactable. "
2904,Termómetro: ,"-Un termómetro atmosférico indica que la temperatura nos informará sobre la evolución de nuestros negocios. -Si se trata de un termómetro médico, podrían soprenderle problemas de salud y obligarle a guardar reposo. "
2905,Ternero: ,"Simboliza la infancia. Presagia embarazo, parto feliz, adopción, tutela, padrinazgo y demás situaciones parecidas. "
2906,Terraza: ,Mejores perspectivas para hallar soluciones favorables a su intereses. 
2907,Terremoto: , Simboliza la mutación brusca de la vida que puede ser para bien o para mal. -Puede revelar una verdadera conmoción del ser y la conciencia cuyos efectos pueden ser realmente destructores. -También puede tratarse del inicio de una transformación claramente positiva y regeneradora de la personalidad. 
2908,Terror: ,"Lo primero que debemos hacer con este sueño es desechar que se trate de terror por haber visto alguna película o información que nos produzca este temor. Si no es así se refiere a inseguridad o a un terror real por algo que nos preocupa. Si los sueños de terror son muy frecuentes, sería conveniente consultar con un especialista dado que pueden reflejar desequilibrios nerviosos que con toda seguridad podrán ser tratados adecuadamente. "
2909,Tesoro: ,"Simboliza el conocimiento, la riqueza interior que solo una peligrosa búsqueda permite alcanzar. -Si no alcanzamos el tesoro tal y como deseábamos indica deseos de perfección y la desesperación por no haberla alcanzado todavía. -Si hallamos el tesoro lleno de suciedad y corroído por el tiempo y la humedad es una forma de reconocer interiormente que el tesoro deseado era exclusivamente material y perecedero. -Si lo que hallamos son objetos sin valor indica que nuestros deseos de enriquecernos son utópicos. "
2910,Testamento: ,Sólo la totalidad del sueño y las circunstancias del soñador nos explicarán en que consiste la herencia. 
2911,Testículos: ,Soñar que tenemos algún problema en los testículos indica que sus adversarios ganarán la causa para la que reservábamos todos nuestros esfuerzos. 
2912,Testimonio: ,Se verá mezclado en asuntos de los que no obtendrá ningún provecho pero que tendrán consecuencias en su vida. 
2913,Tía: ,"En este sueño la acción sucede aquí y ahora, si no es así se trata de otro sueño, por ejemplo, si vemos parientes y personajes de nuestra infancia nos referimos a ""niños"". -Ver en sueños algún pariente anuncia sorpresas o noticias. -Soñar vivos a parientes ya fallecidos anuncia algún acontecimiento bueno o malo según sea la expresión tranquila o agitada de los mismos. "
2914,Tiburón: ,Su situación será agitada por ataques solapados y peligrosos. 
2915,Tienda: ," -Soñar con una tienda en ruinas es una amenaza de ruina en la vida real. -La tienda cerrada augura que se avecinan graves problemas. -Una tienda repleta, bien ordenada y cuidada es un excelente augurio de riqueza material o espiritual. -Si nos vemos a nosotros mismos expuestos en el escaparate revela un fuerte complejo de inferioridad. "
2916,Tienda de campaña: ,"Simboliza protección y evasión. -Soñarnos en el interior de la tienda de campaña es una forma de sentirnos protegidos y resguardados de las inclemencias del mundo exterior. -Vernos delante de la misma sin poder entrar indica el temor a los acontecimientos o la decepción ante un fracaso inesperado. -Es un mal augurio que la tienda se nos desplome encima. -Soñarnos en la playa, en el campo o en la montaña descansando en el interior de la tienda también puede revelar la necesidad de relajarnos, sosegarnos y evadir nuestra mente y espíritu o simplemente para huir del frenesí de la vida diaria. "
2917,Tierra: ,"Simboliza lo maternal y profundo. Lo apacible y familiar. -Soñar con una tierra rica, verde y soleada augura riqueza, paz y equilibrio tanto psíquico como físico. -Ararla es preparar la riqueza futura. -Cosecharla, la riqueza será inmediata. -No poder trabajarla revela que hemos agotado nuestras reservas y capacidades físicas o espirituales. -Soñarnos tendidos boca abajo sobre la tierra revela el ansia de posesión. -Hallarnos perdidos en una gran extensión de tierra en la que nos sentimos empequeñecer progresivamente revela el peligro de la desintegración de nuestra personalidad, quizá por un exceso de soledad. -Comer tierra simboliza el sacrificio a la vulgaridad de la vida para alcanzar lo que en ella existe de valioso y eterno. "
2918,Tiesto: ,Noticias de una persona amada. 
2919,Tifón: ,"Simboliza una gran prueba que hay que afrontar y de cuyo resultado saldremos robustecidos o desarbolados. -Si el sueño va acompañado de emociones positivas o termina bien se tratará de una prueba que superaremos y de la que saldremos anímicamente más fuertes.  -Si las emociones son negativas o el sueño termina mal refleja el temor ante acontecimientos que nos vemos incapaces de superar y que pueden acarrearnos pérdidas de bienes, de amistades e incluso algún accidente. "
2920,Tigre: ,"Simboliza la bravura, la ferocidad y la habilidad guerrera. Refleja los aspectos agresivos y dominadores. Siempre ataca a traición. "
2921,Tijeras: ,"Tanto puede expresar la creación como la destrucción, el nacimiento o la muerte. Suele pronosticar discusiones o peleas entre esposos o amantes. -Si las tenemos en las manos, calumnias y maledicencia, incluso es posible que un pleito. -Si se nos caen al suelo presagian un duelo en la familia. "
2922,Tijereta: ,"Este sueño revela que en la vida real estamos acumulando resentimiento, temor y desprecio contra los demás. -Cuando vemos nuestra casa invadida por insectos revela nuestro temor a los juicios y murmuraciones de los demás. -Si nos atacan refleja que existen personas que no podemos dominar a pesar de considerarlas inferiores a nosotros. -Si los insectos se agigantan y nos acorralan son jefes temidos y despreciados a la vez. -Si percibimos las molestias de los insectos pero sin sentimientos de rechazo, temor o repulsión reflejan pequeñas molestias, pérdidas o preocupaciones que acompañan a una tarea que se nos ha hecho tediosa. "
2923,Tilo: ,"Este árbol cuyas perfumadas flores poseen notables cualidades tranquilizantes siempre ha sido considerado como un símbolo de la amistad, de la tierna fidelidad. "
2924,Timbas: ,Noticias alrededor de las cuales se hará mucho ruido. 
2925,Timón: ,"Símbolo de seguridad y de rumbo definido, por lo cual cuanto le suceda al timón en nuestros sueños debe aplicarse a la seguridad y buena dirección en el rumbo de nuestra vida. "
2926,Tinieblas: ,"-Puede ser el vacío absoluto que simboliza la muerte, el luto y las tinieblas. -O tratarse del negro que es la síntesis de todos los colores que simboliza la virginidad. Aunque la que casi siempre aparece es la oscuridad negativa que alude a la parte inferior y siniestra de la psique humana, y que simboliza todo lo malo, lo siniestro, la melancolía y la muerte.  Esta ausencia de color domina en los sueños de los psicópatas y en los de las personas normales cuando se hallan sumidas en estados depresivos. "
2927,"Tinta, tintero: ",-Si estamos realizando un trabajo con tinta se atribuye un sentido de prosperidad. -Si nos ensuciamos con la tinta o derramamos el tintero es un signo de desgracia y de obstáculos en nuestra tarea. 
2928,Tiña: ,"-Soñar que estamos enfermos indica preocupación por nuestra salud y revela la existencia de problemas emotivos. -Si el enfermo es nuestro padre existe la posibilidad de que enfermemos de la cabeza. -Si es la madre, del vientre. -Un hijo/a, del corazón. -Un hermano/a, de los brazos o las piernas. "
2929,Tío: ,"En este sueño la acción sucede aquí y ahora, si no es así se trata de otro sueño, por ejemplo, si vemos parientes y personajes de nuestra infancia nos referimos a ""niños"". -Ver en sueños algún pariente anuncia sorpresas o noticias. -Soñar vivos a parientes ya fallecidos anuncia algún acontecimiento bueno o malo según sea la expresión tranquila o agitada de los mismos. "
2930,Tirabuzón: ,Encuentros felices y reconfortantes. 
2931,Tiranía: ,-Sufrirla indica violentas confrontaciones con sus adversarios. -Imponerla indica que su incapacidad para resolver sus preocupaciones le llevará a tomar medidas poco eficaces. 
2932,Tiritar: ,Advertencia de próximas dificultades. 
2933,Tiroteo: ,Carece de significado. Es la representación onírica de un ruido real. 
2934,Tisana: ,Indica que nos encontramos en un estado físico en el que se deben tomar precauciones. 
2935,Títeres: ,Simbolizan a todos aquellos seres sin consistencia ni voluntad propia que ceden a todos los impulsos exteriores. -Si nos vemos manejando a unos títeres es que en la vida real estamos manipulando o deseando manipular a otras personas para que se plieguen a nuestros deseos.  -Si somos nosotros los que nos soñamos convertidos en títeres es que alguien está haciendo lo propio con nosotros. 
2936,Tiza: ,Molestias de salud sin gravedad. Problemas ocasionales de dinero. 
2937,Toalla: ,-Noticias felices y beneficiosas si la toalla está limpia. -Si está sucia indica contrariedades y penas. 
2938,Tobogán: ,La conducción de sus negocios le someterá a duras pruebas. 
2939,Tocador: ,Disputas afectivas con la consiguiente separación de la persona amada. 
2940,Tocino: ,"Si el tocino está fresco y es de buena calidad indica ganancias de dinero, éxito en los negocios, alegría y felicidad. "
2941,Tomate: ,"Mofas, burlas y agravios. "
2942,Tomillo: ,Contrariedades familiares y penas. 
2943,Tonel: ,"-Anuncia prosperidad y cuanto más vino contenga, mayor abundancia, éxito y prosperidad. -Si contiene agua, alcohol, petróleo o aceite fracasaremos por ser demasiado ambiciosos. -Si contiene arenques presagia que no nos faltará nunca lo más indispensable. "
2944,Tonto: ,Nos advierte que el comportamiento de un individuo de esta especie puede comprometer realizaciones útiles y valiosas. 
2945,Topo: ,Sufriremos ataques solapados y discretos. 
2946,Torbellino: ,"Todo movimiento giratorio es una representación del tiempo y su evolución y, en el caso del torbellino se acelera tanto que la evolución es imposible de controlar y se halla dirigida por fuerzas superiores a las nuestras. -El torbellino nos advierte que hemos establecido una relación amorosa que se está acelerando y amenaza con arrastrarnos al desastre. -La tromba es igual pero motivada por una búsqueda incontrolada del conocimiento que igualmente puede conducirnos a la perdición por su fuerza psíquica. "
2947,Tormenta: , Es un signo anunciador de próximas dificultades. 
2948,Tornado: ,"Simboliza una gran prueba que hay que afrontar y de cuyo resultado saldremos robustecidos o desarbolados. -Si el sueño va acompañado de emociones positivas o termina bien se tratará de una prueba que superaremos y de la que saldremos anímicamente más fuertes. -Si las emociones son negativas o el sueño termina mal refleja el temor ante acontecimientos que nos vemos incapaces de superar y que pueden acarrearnos pérdidas de bienes, de amistades e incluso algún accidente. "
2949,Torneo: ,"-Suele ser una manifestación de inseguridad, de miedo ante el peligro, o el presentimiento de una calamidad. -Otras veces refleja el ansia de liberarnos de opresiones que no soportamos más tiempo, aunque si se llega al cuerpo a cuerpo se trata de conflictos internos. -Según se solucione el torneo así ocurrirá en la realidad. "
2950,Tornillo: ,Indica nuestro deseo de dedicarnos a nuestras aficiones o de completar algún trabajo que tenemos en curso. 
2951,Torno: ,"-Si el torno trabaja con un buen ritmo augura éxito y prosperidad. -Si se detiene es que existirán retrasos en nuestros planes y proyectos. -Si trabaja mal, se rompe o nos falla o si ocurre algún accidente presagia el fracaso y las complicaciones. "
2952,Toro: ,"Es el símbolo más primitivo de las fuerzas instintivas y desenfrenadas en todos sus aspectos, tanto destructores como creadores. -Ver a un toro majestuoso y desafiante puede ser un sueño favorable que atestigua una pujante energía creadora. -Si el toro nos persigue dispuesto a destrozarnos es que en nuestro interior los instintos primitivos están a punto de estallar. "
2953,Torpedo: ,"Suele indicar el temor o el deseo de torpedear un asunto, de destruir o inutilizar algo o alguien que se ha convertido en un obstáculo. "
2954,Torre: ,"-Si una torre solitaria emerge de entre la niebla, de las nubes o de un proceloso mar, indica un proceso en nosotros de individualización, de maduración.  -Si la torre aparece sólida y claramente recortada sobre el cielo representa las posibilidades de defensa y nuestra capacidad para salir con éxito de los embates de la vida. -En ocasiones la torre también puede ser un símbolo de virilidad, unas veces pujante y otras con el temor a la impotencia que se manifiesta con la torre en ruinas. "
2955,Tórtola: ,Representa la fidelidad y el afecto. -Si se hallan en libertad será perfecto. -Si están enjauladas se tratará de un amor contrariado y desgraciado. 
2956,Tortuga: ,Simboliza la longevidad y la protección. 
2957,Tos: ,Incertidumbre y angustia por un futuro poco atrayente. 
